,tweets
13580,RT @thomaskaine5: SHOCKING.   USA has 20% of the corona-virus cases in the world.  Yet we still do not have a National Stay at Home Order.…
13581,@RealJamesWoods Of course he doesn't mention how all the hospitals in New York actually have almost no corona virus… https://t.co/dH6Le21u5z
13582,"RT @Leosmile_: Good morning @NCDCgov , my name is Dominic Vincent, I reside at Arigbajo, ewekoro Ogun state, I'm experiencing some symptoms…"
13583,"RT @JohnnyAmerica64: The COVID19 Corona-virus originated in Wuhan China

Calling it the Wuhan Virus, Wuhan Flu, Chinese Virus, or Chinese F…"
13584,RT @thomaskaine5: SHOCKING.   USA has 20% of the corona-virus cases in the world.  Yet we still do not have a National Stay at Home Order.…
13585,RT @M0_schino: My father tested positive for the Corona virus and has been in the icu with pneumonia since yesterday. I’m only saying this…
13586,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13587,RT @nhannahjones: A weepy man records bodies being placed in the back of a refrigerated truck in Brooklyn and the President of the United S…
13588,"RT @tom_trotts: ""For 2.2 trillion (the cost of the Corona virus stimulus) we could have eliminated the income tax for every American worker…"
13589,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13590,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13591,"RT @Leosmile_: Good morning @NCDCgov , my name is Dominic Vincent, I reside at Arigbajo, ewekoro Ogun state, I'm experiencing some symptoms…"
13592,"RT @erinruddy: For everyone out there in need of a bit of hope...This is my grandad 82, arriving back home after beating the corona virus.…"
13593,RT @samuelfishr: PSA: If you’re 18+ you’re eligible for $1000 from PayPal due to the Corona Virus pandemic! (I’ll link the site below)
13594,"RT @rishi_bhardwaj1: @davidfrawleyved Arvind Kejriwal is playing the role of jinping of India.

He is busy spreading corona virus by spread…"
13595,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13596,"RT @ZonePhysics: Australian Researcher Claim that They've Found a ""Cure"" for the Corona Virus
https://t.co/Fjolcd9nsp"
13597,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13598,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
13599,RT @hufhufington: WTF??!! Chinese citizens caught on security footage while intentionally spreading the deadly Corona virus!!! #COVID19 #Co…
13600,"I did not state Corona virus is HIV/AIDS, I said the test you are now using in these massive sites are HIV tests, b… https://t.co/6eXkHLxROG"
13601,"RT @PeterSweden7: HORRIFIC😭😭😭

Scenes from New York shows dead body being loaded onto refrigerated truck with a forklift.

USA now🇺🇸:

- 14…"
13602,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13603,We owe this group of dedicated professionals a great debt of gratitude. They are on the front line in this war agai… https://t.co/Wm4DBsbuF7
13604,"RT @ZonePhysics: Australian Researcher Claim that They've Found a ""Cure"" for the Corona Virus
https://t.co/Fjolcd9nsp"
13605,It would help a lot to get through the Corona virus pandemic if we could just quarantine Donald Trump.
13606,RT @ali_naka: “Corona Virus is God’s punishment to the Western countries for imposing sanctions against Zimbabwe” Says Delinquent Oppah - T…
13607,What's up with these film crews making all these corona virus related commercials
13608,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13609,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13610,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13611,RT @thomaskaine5: SHOCKING.  The USA has 20% of the corona-virus cases in the world.  Yet we still do not have a National Stay at Home Orde…
13612,RT @StolenRapMeme: Playboi Carti really predicted the Corona Virus and we didn’t even notice it 😞 https://t.co/DxFjAgSpMI
13613,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13614,"RT @KAAZEJapan: One of the most famous comedian in Japan🇯🇵 was infected with Corona Virus and died from pneumonia…
I have no words.
May he…"
13615,RT @scenesofriends: about corona virus https://t.co/hWeEm4vRtM
13616,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
13617,"@An0nAKn0wledge There is more than 1 type of Corona Virus, unfortunately, the test for the one we are concerned wit… https://t.co/FiQo0HsOVr"
13618,"@yashar The real ""Corona Virus Challenge"""
13619,"@evcricket @GoVeganWorld @dizzy259 Covid19 was also once only a ""corona type"" virus. Here is a thing about viruses,… https://t.co/OmGMF1l7Us"
13620,RT @ViceGandaLife: Respect to all Doctors and Nurses who are working day and night to treat corona virus patients.
13621,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
13622,RT @chiakaamako: Ps: some people are going from house to house in Abuja pretending to be NCDC officials asking to conduct corona virus test…
13623,RT @rcooley123: Article: Putin says 'the rich must pay' for the corona-virus | OpEdNews https://t.co/i8vdl7G2wI
13624,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13625,"RT @Tunnelcat2: OTHER COUNTRIES ARE NOT TRYING TO HARM OUR POTUS WITH LIES AND PROPAGANDA ABOUT ANTI-MALARIA DRUG USE IN FIGHTING THE
CORON…"
13626,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13627,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13628,RT @RoflGandhi_: It took something as deadly as corona virus for Indian media to discuss healthcare. (That too in a way which doesn't point…
13629,"RT @Leosmile_: Good morning @NCDCgov , my name is Dominic Vincent, I reside at Arigbajo, ewekoro Ogun state, I'm experiencing some symptoms…"
13630,"RT @SidneyPowell1: This is insane! 
https://t.co/l3ukey0FT5
By @JonathanTurley 
#WashingtonState 
#coronavirus 
#ChineseVirus"
13631,RT @emtpyvase: someone said “this is what happened when rats heard about the corona virus they dont wanna take the blame again” LMAOOOOOO h…
13632,"RT @KDSindhi: Even in this tough times rather praying for humanity, a molvi in this video is praying: ""Oh Allah, the corona virus outbreak…"
13633,"RT @khal_gudi: I have not hidden my hubby's car key so he wouldn't go out without me, I never even stress ""person pikin"" on top belle matte…"
13634,"RT @CostiveBerry: Corona virus has killed millions of people 😫 but u n ur family are still alive,, thank God for de gift of life 🙏"
13635,"RT @PeterSweden7: HORRIFIC😭😭😭

Scenes from New York shows dead body being loaded onto refrigerated truck with a forklift.

USA now🇺🇸:

- 14…"
13636,RT @RoArquette: Prayers for Musician John Prine he is hospitalized with corona virus and he’s in critical care.
13637,"me: *has two major essays due tonight at 11:59*
 
also me: *makes myself mixed drinks to get through the essays*

c… https://t.co/4t6POja2Bt"
13638,"RT @brndvx: apparently a corona virus symptom is having no taste, thoughts go out to all the eminem stans at this time 🙏"
13639,"RT @2LarryJohnson7: 42.4 million babies killed by abortion in 2019

Media blackout on all Undocumented number of children ritualistically…"
13640,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13641,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13642,"RT @PeterSweden7: HORRIFIC😭😭😭

Scenes from New York shows dead body being loaded onto refrigerated truck with a forklift.

USA now🇺🇸:

- 14…"
13643,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13644,"RT @chamath: March 3: 124 cases —&gt; $8B
March 18: 9,197 cases —&gt; $100B
March 27: 104,126 cases —&gt; $2.2T

This is the stimulus Congress appro…"
13645,"RT @JgvJaime: Benjamin Fulford &amp; Cobra Return: 
Critical Corona Virus and War Updates
https://t.co/aMMoDFnlfi https://t.co/YqNPu9V3L9"
13646,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13647,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13648,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13649,"RT @ALQadiPAL: And the PM of Israel  is killing the children of Palestine . 
Also they are holding 5000 prisoners without any protection fr…"
13650,My brother looks like the bully on Toy Story. This is what corona virus has done to us. ☠️ #athomehaircut https://t.co/hJ0T6yjJwj
13651,"RT @ncampusconnect: Chinese nationals captured on camera intentionally spreading the Corona virus .
.
Dear @muhammadubuhari @aishambuhari @…"
13652,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13653,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
13654,RT @doonmuney: all yah mfs complaining bout this corona virus shit .... SHUT YO BITCH ASS UP N STAY SANITARY
13655,@samsmith Hey Sam! I have been a fan of yours for about 6 years and you have always been my number one artist! I wo… https://t.co/UycgJQ3eum
13656,"RT @NikkiHaley: While some choose to criticize, I know @realDonaldTrump , @VP, and all of the members of the corona virus task force are wo…"
